mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.02377452850341797,0.0025485165625705616,0.015116167068481446,0.0008155338737561806,0.1,scale,"{'model__C': 0.1, 'model__gamma': 'scale'}",0.3248385386543281,0.39498115780352816,0.277923747763864,0.2767661566099879,0.31077016373559735,0.3170559529134611,0.04319031027813285,11
0.02556633949279785,0.003552229091151543,0.012976884841918945,0.0027205786542843463,0.1,0.001,"{'model__C': 0.1, 'model__gamma': 0.001}",0.4314248034720476,0.4202813718122243,0.4921108785194107,0.5055189255189255,0.5229610268179694,0.4744594012281155,0.04102660566025573,9
0.026249027252197264,0.0016847393201728869,0.011755561828613282,0.002129728390899921,0.1,0.01,"{'model__C': 0.1, 'model__gamma': 0.01}",0.10362694300518134,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.10416666666666667,0.1028152664369874,0.0008994148293897996,17
0.030536699295043945,0.003290580525664038,0.012197208404541016,0.001455385837507227,0.1,0.1,"{'model__C': 0.1, 'model__gamma': 0.1}",0.10362694300518134,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.10416666666666667,0.1028152664369874,0.0008994148293897996,17
0.03301196098327637,0.0046074403733205906,0.014306640625,0.0010091366707083162,0.1,1,"{'model__C': 0.1, 'model__gamma': 1}",0.10362694300518134,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.10416666666666667,0.1028152664369874,0.0008994148293897996,17
0.023867702484130858,0.0026508724537319395,0.014130878448486327,0.0009422865384566998,1.0,scale,"{'model__C': 1, 'model__gamma': 'scale'}",0.48915198738312515,0.47602564102564104,0.4649555262189712,0.4463171517637938,0.45938094301265653,0.46716624988083755,0.014574255791711073,10
0.03180737495422363,0.0026713072815744503,0.01454629898071289,0.001117506723438954,1.0,0.001,"{'model__C': 1, 'model__gamma': 0.001}",0.6789128171406653,0.6134881320949432,0.6841835826210827,0.701062174766372,0.6659919028340081,0.6687277218914143,0.029822922813337188,4
0.044121408462524415,0.012364937189148086,0.018613100051879883,0.0055272305067118385,1.0,0.01,"{'model__C': 1, 'model__gamma': 0.01}",0.5307316157262277,0.4489086283925706,0.5075271478710103,0.49812718540142825,0.5302005012531328,0.5030990157288739,0.029929840062944142,8
0.03454880714416504,0.004450223469598682,0.012031459808349609,0.0018530611172970848,1.0,0.1,"{'model__C': 1, 'model__gamma': 0.1}",0.10362694300518134,0.10209424083769633,0.10209424083769633,0.11614509246088194,0.11860093077370565,0.10851228958303231,0.007297803387691367,12
0.030121898651123045,0.003972177619758784,0.014597892761230469,0.0022621301987042017,1.0,1,"{'model__C': 1, 'model__gamma': 1}",0.10362694300518134,0.10209424083769633,0.10209424083769633,0.10209424083769633,0.10416666666666667,0.1028152664369874,0.0008994148293897996,17
0.02172513008117676,0.003016224706898102,0.014310264587402343,0.005235037694873991,10.0,scale,"{'model__C': 10, 'model__gamma': 'scale'}",0.6340649931427054,0.6151442940777542,0.6130240575458485,0.6008020873516471,0.6624192290552585,0.6250909322346427,0.021486873080273777,5
0.042930221557617186,0.006242981437959161,0.01863751411437988,0.0021731345416107816,10.0,0.001,"{'model__C': 10, 'model__gamma': 0.001}",0.7402092637982182,0.688389918711723,0.7153015357129281,0.7029440154440154,0.7158152958152958,0.7125320058964361,0.017083622728259265,3
0.03139686584472656,0.0028205727713109387,0.013156843185424805,0.002437834914092857,10.0,0.01,"{'model__C': 10, 'model__gamma': 0.01}",0.5627861266482468,0.4837284020076694,0.5398794753633464,0.5054010062148565,0.5515872753462754,0.5286764571160789,0.02958363411788093,6
0.034870052337646486,0.003031311911463815,0.014158678054809571,0.0023194435341324687,10.0,0.1,"{'model__C': 10, 'model__gamma': 0.1}",0.10362694300518134,0.10209424083769633,0.10209424083769633,0.11614509246088194,0.11860093077370565,0.10851228958303231,0.007297803387691367,12
0.030270195007324217,0.0019664814273260395,0.013348102569580078,0.0018163937247697513,10.0,1,"{'model__C': 10, 'model__gamma': 1}",0.10362694300518134,0.10209424083769633,0.10209424083769633,0.11614509246088194,0.11860093077370565,0.10851228958303231,0.007297803387691367,12
0.016199731826782228,0.0015740585744899523,0.01041874885559082,0.003393910072976115,100.0,scale,"{'model__C': 100, 'model__gamma': 'scale'}",0.8071337347199417,0.6862256137181255,0.7525143158529234,0.7933098845598845,0.7566388486539892,0.759164479500973,0.04204197845560793,1
0.02909092903137207,0.004767395375937389,0.010864448547363282,0.0023242105012456667,100.0,0.001,"{'model__C': 100, 'model__gamma': 0.001}",0.7338188544014796,0.694317828120645,0.7089780721218211,0.7286019101808576,0.7218527790816948,0.7175138887812997,0.014272627562492982,2
0.03379077911376953,0.003066016724121195,0.012724494934082032,0.0022472220321750704,100.0,0.01,"{'model__C': 100, 'model__gamma': 0.01}",0.5627861266482468,0.4837284020076694,0.5398794753633464,0.5054010062148565,0.5515872753462754,0.5286764571160789,0.02958363411788093,6
0.03403315544128418,0.0013255991060703545,0.012323665618896484,0.0013843286557491234,100.0,0.1,"{'model__C': 100, 'model__gamma': 0.1}",0.10362694300518134,0.10209424083769633,0.10209424083769633,0.11614509246088194,0.11860093077370565,0.10851228958303231,0.007297803387691367,12
0.03416919708251953,0.005139120649881213,0.012465286254882812,0.002575262481464575,100.0,1,"{'model__C': 100, 'model__gamma': 1}",0.10362694300518134,0.10209424083769633,0.10209424083769633,0.11614509246088194,0.11860093077370565,0.10851228958303231,0.007297803387691367,12
